Time;Range;Azimuth;Elevation;Xmtr_Power;Xmtr_Gain;EIRP;FSL;AL;RL;CL;TL;PL;FD;RF;RIP;FD;gT;CNo;B;CN;EbNo;BER;LM
1 Apr 2023 04:54:24.017;2499.975706;167.841;1.362;-3.010;4.1500;-0.360;167.4501;0.4354;0.0088;0.0007;24.8154;229.2684;53.239712;2.250053;-229.628;-201.129019;7.23000000;6.200784;2000.000000;-56.8095;-53.7992;4.988480e-01;-58.8992
1 Apr 2023 04:54:34.000;2429.170615;167.824;2.049;-3.010;4.1500;-0.360;167.2006;0.3490;0.0059;0.0005;13.5974;186.1633;53.219857;2.250053;-186.523;-158.023996;7.23000000;49.305808;2000.000000;-13.7045;-10.6942;3.398537e-01;-15.7942
1 Apr 2023 04:54:44.000;2358.277165;167.806;2.760;-3.010;4.1500;-0.360;166.9433;0.2870;0.0041;0.0003;6.4511;176.9672;53.191216;2.250053;-177.327;-148.827830;7.23000000;58.501974;2000.000000;-4.5083;-1.4980;1.169873e-01;-6.5980
1 Apr 2023 04:54:54.000;2287.428199;167.787;3.494;-3.010;4.1500;-0.360;166.6784;0.2411;0.0030;0.0003;2.9515;182.0828;53.152928;2.250053;-182.443;-153.943444;7.23000000;53.386360;2000.000000;-9.6239;-6.6136;2.544859e-01;-11.7136
1 Apr 2023 04:55:04.000;2216.637236;167.768;4.256;-3.010;4.1500;-0.360;166.4053;0.2059;0.0024;0.0002;1.4847;168.8150;53.103968;2.250053;-169.175;-140.675627;7.23000000;66.654177;2000.000000;3.6439;6.6542;1.173293e-03;1.5542
1 Apr 2023 04:55:14.000;2145.919273;167.748;5.047;-3.010;4.1500;-0.360;166.1237;0.1784;0.0019;0.0002;0.9381;162.6271;53.043140;2.250053;-162.987;-134.487808;7.23000000;72.841996;2000.000000;9.8317;12.8420;2.766576e-10;7.7420
1 Apr 2023 04:55:24.000;2075.291029;167.727;5.870;-3.010;4.1500;-0.360;165.8330;0.1564;0.0016;0.0002;0.7828;172.4613;52.969047;2.250053;-172.821;-144.322014;7.23000000;63.007790;2000.000000;-0.0025;3.0078;2.278134e-02;-2.0922
1 Apr 2023 04:55:34.000;2004.771244;167.705;6.729;-3.010;4.1500;-0.360;165.5327;0.1383;0.0013;0.0001;0.6648;166.3608;52.880048;2.250053;-166.721;-138.221446;7.23000000;69.108358;2000.000000;6.0981;9.1084;2.720478e-05;4.0084
1 Apr 2023 04:55:44.000;1934.381032;167.682;7.627;-3.010;4.1500;-0.360;165.2223;0.1234;0.0011;0.0001;0.5723;162.9593;52.774206;2.250053;-163.319;-134.819950;7.23000000;72.509854;2000.000000;9.4996;12.5099;1.182939e-09;7.4099
1 Apr 2023 04:55:54.000;1864.144318;167.657;8.568;-3.010;4.1500;-0.360;164.9010;0.1107;0.0010;0.0001;0.4980;166.1389;52.649228;2.250053;-166.499;-137.999547;7.23000000;69.330257;2000.000000;6.3200;9.3303;1.734546e-05;4.2303
1 Apr 2023 04:56:04.000;1794.088373;167.632;9.559;-3.010;4.1500;-0.360;164.5683;0.1000;0.0008;0.0001;0.4371;166.3266;52.502375;2.250053;-166.687;-138.187246;7.23000000;69.142558;2000.000000;6.1323;9.1426;2.541771e-05;4.0426
1 Apr 2023 04:56:14.000;1724.244460;167.604;10.604;-3.010;4.1500;-0.360;164.2234;0.0906;0.0007;0.0001;0.3863;164.0335;52.330368;2.250052;-164.393;-135.894129;7.23000000;71.435675;2000.000000;8.4254;11.4357;6.604339e-08;6.3357
1 Apr 2023 04:56:24.000;1654.648644;167.574;11.710;-3.010;4.1500;-0.360;163.8655;0.0825;0.0007;0.0001;0.3434;160.9774;52.129255;2.250052;-161.337;-132.838038;7.23000000;74.491766;2000.000000;11.4815;14.4918;3.173261e-14;9.3918
1 Apr 2023 04:56:34.000;1585.342799;167.542;12.886;-3.010;4.1500;-0.360;163.4939;0.0753;0.0006;0.0001;0.3066;170.0042;51.894241;2.250052;-170.364;-141.864874;7.23000000;65.464930;2000.000000;2.4546;5.4649;3.987242e-03;0.3649
1 Apr 2023 04:56:44.000;1516.375859;167.507;14.139;-3.010;4.1500;-0.360;163.1076;0.0689;0.0005;0.0001;0.2748;158.5835;51.619479;2.250052;-158.944;-130.444168;7.23000000;76.885636;2000.000000;13.8753;16.8856;2.518740e-23;11.7856
1 Apr 2023 04:56:54.000;1447.805403;167.468;15.482;-3.010;4.1500;-0.360;162.7056;0.0632;0.0005;0.0001;0.2470;158.1069;51.297791;2.250051;-158.467;-129.967570;7.23000000;77.362234;2000.000000;14.3519;17.3622;8.294053e-26;12.2622
1 Apr 2023 04:57:04.000;1379.699657;167.426;16.925;-3.010;4.1500;-0.360;162.2871;0.0580;0.0004;0.0001;0.2225;178.0500;50.920303;2.250051;-178.410;-149.910693;7.23000000;57.419111;2000.000000;-5.5912;-2.5809;1.467027e-01;-7.6809
1 Apr 2023 04:57:14.000;1312.140051;167.379;18.486;-3.010;4.1500;-0.360;161.8510;0.0534;0.0004;0.0001;0.2007;172.0974;50.475982;2.250050;-172.457;-143.958095;7.23000000;63.371709;2000.000000;0.3614;3.3717;1.853587e-02;-1.7283
1 Apr 2023 04:57:24.000;1245.224489;167.326;20.180;-3.010;4.1500;-0.360;161.3964;0.0491;0.0003;0.0000;0.1813;156.5658;49.951013;2.250050;-156.926;-128.426455;7.23000000;78.903349;2000.000000;15.8930;18.9033;1.000000e-30;13.8033
1 Apr 2023 04:57:34.000;1179.071572;167.265;22.030;-3.010;4.1500;-0.360;160.9222;0.0452;0.0003;0.0000;0.1640;158.2769;49.327993;2.250049;-158.637;-130.137528;7.23000000;77.192276;2000.000000;14.1820;17.1923;6.841200e-25;12.0923
1 Apr 2023 04:57:44.000;1113.826051;167.196;24.060;-3.010;4.1500;-0.360;160.4278;0.0416;0.0003;0.0000;0.1483;157.1917;48.584873;2.250049;-157.552;-129.052357;7.23000000;78.277447;2000.000000;15.2671;18.2774;1.000000e-30;13.1774
1 Apr 2023 04:57:54.000;1049.665897;167.116;26.301;-3.010;4.1500;-0.360;159.9125;0.0383;0.0002;0.0000;0.1341;160.8885;47.693579;2.250048;-161.248;-132.749130;7.23000000;74.580674;2000.000000;11.5704;14.5807;1.756004e-14;9.4807
1 Apr 2023 04:58:04.000;986.811454;167.022;28.791;-3.010;4.1500;-0.360;159.3761;0.0353;0.0002;0.0000;0.1213;160.2852;46.618251;2.250047;-160.645;-132.145909;7.23000000;75.183894;2000.000000;12.1736;15.1839;2.276358e-16;10.0839
1 Apr 2023 04:58:14.000;925.537232;166.910;31.571;-3.010;4.1500;-0.360;158.8193;0.0325;0.0002;0.0000;0.1097;159.6640;45.313047;2.250045;-160.024;-131.524632;7.23000000;75.805172;2000.000000;12.7949;15.8052;1.328975e-18;10.7052
1 Apr 2023 04:58:24.000;866.186894;166.773;34.694;-3.010;4.1500;-0.360;158.2437;0.0299;0.0002;0.0000;0.0992;159.0266;43.719547;2.250044;-159.387;-130.887272;7.23000000;76.442532;2000.000000;13.4322;16.4425;3.014824e-21;11.3425
1 Apr 2023 04:58:34.000;809.191852;166.604;38.221;-3.010;4.1500;-0.360;157.6525;0.0275;0.0001;0.0000;0.0897;158.3768;41.764014;2.250042;-158.737;-130.237510;7.23000000;77.092294;2000.000000;14.0820;17.0923;2.279498e-24;11.9923
1 Apr 2023 04:58:44.000;755.093279;166.388;42.219;-3.010;4.1500;-0.360;157.0514;0.0254;0.0001;0.0000;0.0812;157.7209;39.355175;2.250039;-158.081;-129.581550;7.23000000;77.748254;2000.000000;14.7380;17.7483;5.017984e-28;12.6483
1 Apr 2023 04:58:54.000;704.565906;166.102;46.765;-3.010;4.1500;-0.360;156.4499;0.0234;0.0001;0.0000;0.0736;157.0685;36.384107;2.250036;-157.429;-128.929186;7.23000000;78.400617;2000.000000;15.3903;18.4006;1.000000e-30;13.3006
1 Apr 2023 04:59:04.000;658.439069;165.708;51.932;-3.010;4.1500;-0.360;155.8617;0.0217;0.0001;0.0000;0.0670;156.4344;32.729124;2.250033;-156.794;-128.295093;7.23000000;79.034710;2000.000000;16.0244;19.0347;1.000000e-30;13.9347
1 Apr 2023 04:59:14.000;617.705582;165.129;57.780;-3.010;4.1500;-0.360;155.3071;0.0202;0.0001;0.0000;0.0615;155.8393;28.270370;2.250028;-156.199;-127.700007;7.23000000;79.629797;2000.000000;16.6195;19.6298;1.000000e-30;14.5298
1 Apr 2023 04:59:24.000;583.500752;164.197;64.336;-3.010;4.1500;-0.360;154.8123;0.0189;0.0001;0.0000;0.0569;155.3106;22.919201;2.250023;-155.671;-127.171217;7.23000000;80.158587;2000.000000;17.1483;20.1586;1.000000e-30;15.0586
1 Apr 2023 04:59:34.000;557.033008;162.451;71.563;-3.010;4.1500;-0.360;154.4091;0.0180;0.0001;0.0000;0.0535;154.8806;16.664169;2.250017;-155.241;-126.741314;7.23000000;80.588490;2000.000000;17.5782;20.5885;1.000000e-30;15.4885
1 Apr 2023 04:59:44.000;539.445422;158.030;79.314;-3.010;4.1500;-0.360;154.1304;0.0174;0.0001;0.0000;0.0513;154.5834;9.622193;2.250010;-154.943;-126.444046;7.23000000;80.885758;2000.000000;17.8755;20.8858;1.000000e-30;15.7858
1 Apr 2023 04:59:54.000;531.621834;128.900;86.989;-3.010;4.1500;-0.360;154.0035;0.0171;0.0001;0.0000;0.0503;154.4465;2.066093;2.250002;-154.807;-126.307201;7.23000000;81.022603;2000.000000;18.0123;21.0226;1.000000e-30;15.9226
1 Apr 2023 05:00:04.000;533.991929;5.987;83.763;-3.010;4.1500;-0.360;154.0421;0.0172;0.0001;0.0000;0.0506;154.4840;-5.606526;2.249994;-154.844;-126.344711;7.23000000;80.985093;2000.000000;17.9748;20.9851;1.000000e-30;15.8851
1 Apr 2023 05:00:14.000;546.422317;355.862;75.884;-3.010;4.1500;-0.360;154.2420;0.0176;0.0001;0.0000;0.0521;154.6913;-12.967028;2.249987;-155.051;-126.551991;7.23000000;80.777813;2000.000000;17.7675;20.7778;1.000000e-30;15.6778
1 Apr 2023 05:00:24.000;568.251174;353.079;68.349;-3.010;4.1500;-0.360;154.5822;0.0184;0.0001;0.0000;0.0548;155.0468;-19.667374;2.249980;-155.407;-126.907467;7.23000000;80.422337;2000.000000;17.4120;20.4223;1.000000e-30;15.3223
1 Apr 2023 05:00:34.000;598.447687;351.787;61.423;-3.010;4.1500;-0.360;155.0320;0.0194;0.0001;0.0000;0.0587;155.5186;-25.507507;2.249974;-155.879;-127.379278;7.23000000;79.950526;2000.000000;16.9402;19.9505;1.000000e-30;14.8505
1 Apr 2023 05:00:44.000;635.817193;351.043;55.196;-3.010;4.1500;-0.360;155.5581;0.0208;0.0001;0.0000;0.0637;156.0726;-30.435972;2.249970;-156.433;-127.933276;7.23000000;79.396528;2000.000000;16.3862;19.3965;1.000000e-30;14.2965
1 Apr 2023 05:00:54.000;679.171900;350.561;49.670;-3.010;4.1500;-0.360;156.1310;0.0224;0.0001;0.0000;0.0697;156.6782;-34.506564;2.249965;-157.038;-128.538845;7.23000000;78.790959;2000.000000;15.7807;18.7910;1.000000e-30;13.6910
1 Apr 2023 05:01:04.000;727.437168;350.225;44.801;-3.010;4.1500;-0.360;156.7273;0.0242;0.0001;0.0000;0.0766;157.3110;-37.827216;2.249962;-157.671;-129.171616;7.23000000;78.158188;2000.000000;15.1479;18.1582;1.320076e-30;13.0582
1 Apr 2023 05:01:14.000;779.695799;349.978;40.518;-3.010;4.1500;-0.360;157.3299;0.0263;0.0001;0.0000;0.0845;157.9531;-40.521323;2.249959;-158.313;-129.813737;7.23000000;77.516067;2000.000000;14.5058;17.5161;1.143229e-26;12.4161
1 Apr 2023 05:01:24.000;835.192297;349.789;36.748;-3.010;4.1500;-0.360;157.9272;0.0285;0.0002;0.0000;0.0934;158.5923;-42.705765;2.249957;-158.952;-130.452958;7.23000000;76.876845;2000.000000;13.8665;16.8768;2.782820e-23;11.7768
1 Apr 2023 05:01:34.000;893.316830;349.641;33.416;-3.010;4.1500;-0.360;158.5115;0.0310;0.0002;0.0000;0.1032;159.2207;-44.481501;2.249956;-159.581;-131.081337;7.23000000;76.248467;2000.000000;13.2382;16.2485;2.115348e-20;11.1485
1 Apr 2023 05:01:44.000;953.582070;349.522;30.459;-3.010;4.1500;-0.360;159.0786;0.0336;0.0002;0.0000;0.1140;159.8409;-45.931483;2.249954;-160.201;-131.701609;7.23000000;75.628194;2000.000000;12.6179;15.6282;6.198029e-18;10.5282
1 Apr 2023 05:01:54.000;1015.599873;349.425;27.820;-3.010;4.1500;-0.360;159.6259;0.0365;0.0002;0.0000;0.1260;160.4343;-47.122013;2.249953;-160.794;-132.294960;7.23000000;75.034843;2000.000000;12.0245;15.0348;7.044727e-16;9.9348
1 Apr 2023 05:02:04.000;1079.060430;349.345;25.451;-3.010;4.1500;-0.360;160.1523;0.0397;0.0002;0.0000;0.1392;157.1085;-48.105331;2.249952;-157.468;-128.969128;7.23000000;78.360676;2000.000000;15.3504;18.3607;1.000000e-30;13.2607
1 Apr 2023 05:02:14.000;1143.716683;349.278;23.312;-3.010;4.1500;-0.360;160.6578;0.0431;0.0003;0.0000;0.1537;165.8326;-48.922359;2.249951;-166.193;-137.693301;7.23000000;69.636503;2000.000000;6.6262;9.6365;8.980307e-06;4.5365
1 Apr 2023 05:02:24.000;1209.368931;349.221;21.369;-3.010;4.1500;-0.360;161.1426;0.0467;0.0003;0.0000;0.1698;157.8253;-49.605093;2.249950;-158.185;-129.685946;7.23000000;77.643858;2000.000000;14.6336;17.6439;2.088581e-27;12.5439
1 Apr 2023 05:02:34.000;1275.855628;349.173;19.595;-3.010;4.1500;-0.360;161.6075;0.0507;0.0003;0.0001;0.1876;156.9481;-50.178620;2.249950;-157.308;-128.808793;7.23000000;78.521011;2000.000000;15.5107;18.5210;1.000000e-30;13.4210
1 Apr 2023 05:02:44.000;1343.044939;349.133;17.965;-3.010;4.1500;-0.360;162.0532;0.0551;0.0004;0.0001;0.2075;164.8374;-50.662683;2.249949;-165.197;-136.698033;7.23000000;70.631771;2000.000000;7.6215;10.6318;7.563904e-07;5.5318
1 Apr 2023 05:02:54.000;1410.828473;349.098;16.461;-3.010;4.1500;-0.360;162.4809;0.0599;0.0004;0.0001;0.2298;157.9053;-51.072906;2.249949;-158.265;-129.765938;7.23000000;77.563866;2000.000000;14.5536;17.5639;6.088425e-27;12.4639
1 Apr 2023 05:03:04.000;1479.116443;349.068;15.066;-3.010;4.1500;-0.360;162.8915;0.0652;0.0005;0.0001;0.2550;163.6115;-51.421727;2.249949;-163.971;-135.472131;7.23000000;71.857673;2000.000000;8.8474;11.8577;1.524649e-08;6.7577
1 Apr 2023 05:03:14.000;1547.833919;349.043;13.767;-3.010;4.1500;-0.360;163.2859;0.0711;0.0005;0.0001;0.2836;159.1485;-51.719110;2.249948;-159.509;-131.009207;7.23000000;76.320597;2000.000000;13.3103;16.3206;1.035751e-20;11.2206
1 Apr 2023 05:03:24.000;1616.917907;349.021;12.551;-3.010;4.1500;-0.360;163.6652;0.0778;0.0006;0.0001;0.3163;171.6176;-51.973092;2.249948;-171.978;-143.478267;7.23000000;63.851537;2000.000000;0.8412;3.8515;1.378355e-02;-1.2485
1 Apr 2023 05:03:34.000;1686.315074;349.003;11.409;-3.010;4.1500;-0.360;164.0302;0.0852;0.0007;0.0001;0.3542;168.7038;-52.190194;2.249948;-169.064;-140.564431;7.23000000;66.765373;2000.000000;3.7551;6.7654;1.029276e-03;1.6654
1 Apr 2023 05:03:44.000;1755.979952;348.988;10.332;-3.010;4.1500;-0.360;164.3818;0.0937;0.0008;0.0001;0.3985;167.7881;-52.375747;2.249948;-168.148;-139.648727;7.23000000;67.681077;2000.000000;4.6708;7.6811;3.082192e-04;2.5811
1 Apr 2023 05:03:54.000;1825.873515;348.975;9.313;-3.010;4.1500;-0.360;164.7208;0.1034;0.0009;0.0001;0.4509;161.0748;-52.534130;2.249947;-161.435;-132.935470;7.23000000;74.394334;2000.000000;11.3840;14.3943;5.987501e-14;9.2943
1 Apr 2023 05:04:04.000;1895.962052;348.964;8.346;-3.010;4.1500;-0.360;165.0480;0.1147;0.0010;0.0001;0.5139;160.9235;-52.668967;2.249947;-161.283;-132.784132;7.23000000;74.545672;2000.000000;11.5354;14.5457;2.219802e-14;9.4457
1 Apr 2023 05:04:14.000;1966.216258;348.956;7.426;-3.010;4.1500;-0.360;165.3641;0.1279;0.0012;0.0001;0.5909;161.4510;-52.783270;2.249947;-161.811;-133.311630;7.23000000;74.018174;2000.000000;11.0079;14.0182;6.116984e-13;8.9182
1 Apr 2023 05:04:24.000;2036.610505;348.949;6.547;-3.010;4.1500;-0.360;165.6696;0.1437;0.0014;0.0001;0.6870;161.7347;-52.879562;2.249947;-162.095;-133.595414;7.23000000;73.734390;2000.000000;10.7241;13.7344;3.112674e-12;8.6344
1 Apr 2023 05:04:34.000;2107.122246;348.944;5.705;-3.010;4.1500;-0.360;165.9652;0.1627;0.0016;0.0002;0.8100;180.7265;-52.959962;2.249947;-181.086;-152.587119;7.23000000;54.742685;2000.000000;-8.2676;-5.2573;2.200404e-01;-10.3573
1 Apr 2023 05:04:44.000;2177.731536;348.941;4.898;-3.010;4.1500;-0.360;166.2515;0.1861;0.0020;0.0002;1.0170;162.3363;-53.026263;2.249947;-162.696;-134.196923;7.23000000;73.132881;2000.000000;10.1226;13.1329;7.066859e-11;8.0329
1 Apr 2023 05:04:54.000;2248.420629;348.939;4.121;-3.010;4.1500;-0.360;166.5290;0.2154;0.0025;0.0002;1.6517;167.8038;-53.079988;2.249947;-168.164;-139.664477;7.23000000;67.665327;2000.000000;4.6550;7.6653;3.153307e-04;2.5653
1 Apr 2023 05:05:04.000;2319.173657;348.938;3.372;-3.010;4.1500;-0.360;166.7981;0.2530;0.0032;0.0003;3.3459;184.3954;-53.122435;2.249947;-184.755;-156.256105;7.23000000;51.073699;2000.000000;-11.9366;-8.9263;3.064081e-01;-14.0263
1 Apr 2023 05:05:14.000;2389.976354;348.938;2.649;-3.010;4.1500;-0.360;167.0593;0.3026;0.0043;0.0004;7.2692;209.5044;-53.154718;2.249947;-209.864;-181.365033;7.23000000;25.964771;2000.000000;-37.0455;-34.0352;4.887900e-01;-39.1352
1 Apr 2023 05:05:24.000;2460.815835;348.940;1.949;-3.010;4.1500;-0.360;167.3130;0.3700;0.0063;0.0005;14.9799;190.1210;-53.177796;2.249947;-190.481;-161.981676;7.23000000;45.348128;2000.000000;-17.6622;-14.6519;3.967490e-01;-19.7519
1 Apr 2023 05:05:29.507;2499.839962;348.941;1.573;-3.010;4.1500;-0.360;167.4497;0.4179;0.0079;0.0006;21.0115;197.8343;-53.186881;2.249947;-198.194;-169.694957;7.23000000;37.634847;2000.000000;-25.3755;-22.3652;4.571127e-01;-27.4652
1 Apr 2023 16:47:35.910;2308.505045;20.937;3.940;-3.010;4.1500;-0.360;166.7581;0.2234;0.0026;0.0002;1.9268;165.1745;51.868553;2.250052;-165.534;-137.035163;7.23000000;70.294641;2000.000000;7.2843;10.2946;1.860014e-06;5.1946
1 Apr 2023 16:47:45.000;2245.738373;21.271;4.622;-3.010;4.1500;-0.360;166.5186;0.1955;0.0021;0.0002;1.1627;164.1477;51.774377;2.250052;-164.508;-136.008382;7.23000000;71.321422;2000.000000;8.3111;11.3214;9.596812e-08;6.2214
1 Apr 2023 16:47:55.000;2176.830714;21.661;5.398;-3.010;4.1500;-0.360;166.2479;0.1708;0.0018;0.0002;0.8655;171.3427;51.654624;2.250052;-171.703;-143.203335;7.23000000;64.126469;2000.000000;1.1162;4.1265;1.147544e-02;-0.9735
1 Apr 2023 16:48:05.000;2108.094942;22.077;6.203;-3.010;4.1500;-0.360;165.9692;0.1508;0.0015;0.0002;0.7327;164.0853;51.516019;2.250052;-164.445;-135.945988;7.23000000;71.383816;2000.000000;8.3735;11.3838;7.834470e-08;6.2838
1 Apr 2023 16:48:15.000;2039.557678;22.520;7.040;-3.010;4.1500;-0.360;165.6822;0.1343;0.0013;0.0001;0.6297;190.5706;51.356251;2.250051;-190.931;-162.431264;7.23000000;44.898540;2000.000000;-18.1118;-15.1015;4.018482e-01;-20.2015
1 Apr 2023 16:48:25.000;1971.248865;22.995;7.913;-3.010;4.1500;-0.360;165.3863;0.1205;0.0011;0.0001;0.5477;166.8589;51.172627;2.250051;-167.219;-138.719593;7.23000000;68.610211;2000.000000;5.5999;8.6102;6.923584e-05;3.5102
1 Apr 2023 16:48:35.000;1903.202340;23.505;8.824;-3.010;4.1500;-0.360;165.0811;0.1088;0.0009;0.0001;0.4808;166.6002;50.961988;2.250051;-166.960;-138.460840;7.23000000;68.868964;2000.000000;5.8587;8.8690;4.316416e-05;3.7690
1 Apr 2023 16:48:45.000;1835.456505;24.054;9.778;-3.010;4.1500;-0.360;164.7663;0.0987;0.0008;0.0001;0.4255;186.5376;50.720619;2.250051;-186.898;-158.398263;7.23000000;48.931541;2000.000000;-14.0788;-11.0685;3.462553e-01;-16.1685
1 Apr 2023 16:48:55.000;1768.055147;24.647;10.779;-3.010;4.1500;-0.360;164.4413;0.0899;0.0007;0.0001;0.3789;161.0299;50.444134;2.250050;-161.390;-132.890603;7.23000000;74.439201;2000.000000;11.4289;14.4392;4.477394e-14;9.3392
1 Apr 2023 16:49:05.000;1701.048422;25.291;11.832;-3.010;4.1500;-0.360;164.1058;0.0823;0.0006;0.0001;0.3392;167.2846;50.127331;2.250050;-167.645;-139.145228;7.23000000;68.184576;2000.000000;5.1743;8.1846;1.424596e-04;3.0846
1 Apr 2023 16:49:15.000;1634.494054;25.991;12.943;-3.010;4.1500;-0.360;163.7591;0.0755;0.0006;0.0001;0.3050;168.9668;49.764019;2.250050;-169.327;-140.827477;7.23000000;66.502327;2000.000000;3.4920;6.5023;1.396141e-03;1.4023
1 Apr 2023 16:49:25.000;1568.458794;26.756;14.119;-3.010;4.1500;-0.360;163.4009;0.0694;0.0005;0.0001;0.2752;160.4214;49.346802;2.250049;-160.781;-132.282046;7.23000000;75.047758;2000.000000;12.0375;15.0478;6.397442e-16;9.9478
1 Apr 2023 16:49:35.000;1503.020197;27.595;15.365;-3.010;4.1500;-0.360;163.0307;0.0640;0.0005;0.0001;0.2492;183.5460;48.866807;2.250049;-183.906;-155.406703;7.23000000;51.923101;2000.000000;-11.0872;-8.0769;2.884065e-01;-13.1769
1 Apr 2023 16:49:45.000;1438.268801;28.521;16.691;-3.010;4.1500;-0.360;162.6482;0.0591;0.0004;0.0001;0.2261;173.9288;48.313361;2.250048;-174.289;-145.789449;7.23000000;61.540355;2000.000000;-1.4699;1.5404;4.564584e-02;-3.5596
1 Apr 2023 16:49:55.000;1374.310785;29.547;18.106;-3.010;4.1500;-0.360;162.2531;0.0547;0.0004;0.0001;0.2056;159.9775;47.673583;2.250048;-160.338;-131.838202;7.23000000;75.491602;2000.000000;12.4813;15.4916;1.951214e-17;10.3916
1 Apr 2023 16:50:05.000;1311.271228;30.689;19.619;-3.010;4.1500;-0.360;161.8453;0.0507;0.0003;0.0001;0.1874;167.8372;46.931898;2.250047;-168.197;-139.697848;7.23000000;67.631956;2000.000000;4.6217;7.6320;3.308613e-04;2.5320
1 Apr 2023 16:50:15.000;1249.298077;31.969;21.241;-3.010;4.1500;-0.360;161.4248;0.0470;0.0003;0.0000;0.1710;157.9974;46.069450;2.250046;-158.357;-129.858071;7.23000000;77.471733;2000.000000;14.4614;17.4717;2.038325e-26;12.3717
1 Apr 2023 16:50:25.000;1188.566959;33.413;22.984;-3.010;4.1500;-0.360;160.9919;0.0436;0.0003;0.0000;0.1562;163.7433;45.063422;2.250045;-164.103;-135.603927;7.23000000;71.725877;2000.000000;8.7156;11.7259;2.446203e-08;6.6259
1 Apr 2023 16:50:35.000;1129.286962;35.053;24.862;-3.010;4.1500;-0.360;160.5475;0.0405;0.0002;0.0000;0.1429;156.2654;43.886277;2.250044;-156.625;-128.126066;7.23000000;79.203738;2000.000000;16.1934;19.2037;1.000000e-30;14.1037
1 Apr 2023 16:50:45.000;1071.707453;36.928;26.884;-3.010;4.1500;-0.360;160.0930;0.0377;0.0002;0.0000;0.1309;161.7055;42.504964;2.250043;-162.065;-133.566119;7.23000000;73.763685;2000.000000;10.7534;13.7637;2.644057e-12;8.6637
1 Apr 2023 16:50:55.000;1016.125906;39.090;29.063;-3.010;4.1500;-0.360;159.6304;0.0351;0.0002;0.0000;0.1201;161.1682;40.880220;2.250041;-161.528;-133.028878;7.23000000;74.300926;2000.000000;11.2906;14.3009;1.086293e-13;9.2009
1 Apr 2023 16:51:05.000;962.896504;41.603;31.406;-3.010;4.1500;-0.360;159.1630;0.0327;0.0002;0.0000;0.1103;160.6287;38.966168;2.250039;-160.989;-132.489316;7.23000000;74.840488;2000.000000;11.8302;14.8405;2.905298e-15;9.7405
1 Apr 2023 16:51:15.000;912.438849;44.550;33.912;-3.010;4.1500;-0.360;158.6955;0.0306;0.0002;0.0000;0.1016;160.0921;36.710618;2.250037;-160.452;-131.952751;7.23000000;75.377053;2000.000000;12.3668;15.3771;4.968524e-17;10.2771
1 Apr 2023 16:51:25.000;865.245506;48.034;36.572;-3.010;4.1500;-0.360;158.2342;0.0286;0.0002;0.0000;0.0938;159.5759;34.056659;2.250034;-159.936;-131.436586;7.23000000;75.893218;2000.000000;12.8829;15.8932;6.034785e-19;10.7932
1 Apr 2023 16:51:35.000;821.886087;52.185;39.354;-3.010;4.1500;-0.360;157.7877;0.0269;0.0001;0.0000;0.0870;159.0681;30.946403;2.250031;-159.428;-130.928740;7.23000000;76.401064;2000.000000;13.3908;16.4011;4.604873e-21;11.3011
1 Apr 2023 16:51:45.000;783.004554;57.158;42.199;-3.010;4.1500;-0.360;157.3667;0.0254;0.0001;0.0000;0.0812;158.5920;27.327882;2.250027;-158.952;-130.452697;7.23000000;76.877107;2000.000000;13.8668;16.8771;2.774578e-23;11.7771
1 Apr 2023 16:51:55.000;749.303904;63.126;45.006;-3.010;4.1500;-0.360;156.9846;0.0241;0.0001;0.0000;0.0763;158.1622;23.165693;2.250023;-158.522;-130.022878;7.23000000;77.306926;2000.000000;14.2966;17.3069;1.662965e-25;12.2069
1 Apr 2023 16:52:05.000;721.516013;70.248;47.621;-3.010;4.1500;-0.360;156.6564;0.0231;0.0001;0.0000;0.0724;157.7949;18.455318;2.250018;-158.155;-129.655607;7.23000000;77.674197;2000.000000;14.6639;17.6742;1.384798e-27;12.5742
1 Apr 2023 16:52:15.000;700.349550;78.608;49.839;-3.010;4.1500;-0.360;156.3977;0.0223;0.0001;0.0000;0.0695;157.5072;13.238171;2.250013;-157.867;-129.367846;7.23000000;77.961958;2000.000000;14.9517;17.9620;2.430771e-29;12.8620
1 Apr 2023 16:52:25.000;686.420946;88.117;51.424;-3.010;4.1500;-0.360;156.2232;0.0218;0.0001;0.0000;0.0676;157.3145;7.612336;2.250008;-157.675;-129.175193;7.23000000;78.154611;2000.000000;15.1443;18.1546;1.393722e-30;13.0546
1 Apr 2023 16:52:35.000;680.177656;98.418;52.165;-3.010;4.1500;-0.360;156.1439;0.0216;0.0001;0.0000;0.0668;157.2288;1.732036;2.250002;-157.589;-129.089436;7.23000000;78.240368;2000.000000;15.2301;18.2404;1.000000e-30;13.1404
1 Apr 2023 16:52:45.000;681.832462;108.912;51.946;-3.010;4.1500;-0.360;156.1650;0.0217;0.0001;0.0000;0.0670;157.2557;-4.208833;2.249996;-157.616;-129.116320;7.23000000;78.213484;2000.000000;15.2032;18.2135;1.000000e-30;13.1135
1 Apr 2023 16:52:55.000;691.329373;118.927;50.802;-3.010;4.1500;-0.360;156.2851;0.0220;0.0001;0.0000;0.0683;157.3937;-10.006292;2.249990;-157.754;-129.254347;7.23000000;78.075457;2000.000000;15.0652;18.0755;4.580510e-30;12.9755
